# Label,Order,Size,Colour,x,y,Level 0,Level 1,Level 2
E15 4AH,,1,,539667,184319,E,  E15 ,   E15 4   
E15 4AJ,,1,,539575,184058,E,  E15 ,   E15 4   
E15 4AL,,1,,539535,184069,E,  E15 ,   E15 4   
E15 4AN,,1,,539578,183994,E,  E15 ,   E15 4   
E15 4AP,,1,,539646,184040,E,  E15 ,   E15 4   
E15 4AQ,,1,,539753,184379,E,  E15 ,   E15 4   
E15 4AR,,1,,539597,184254,E,  E15 ,   E15 4   
E15 4AT,,1,,539704,184076,E,  E15 ,   E15 4   
E15 4AU,,1,,539667,184039,E,  E15 ,   E15 4   
E15 4AW,,1,,539610,184057,E,  E15 ,   E15 4   
E15 4AY,,1,,539635,184176,E,  E15 ,   E15 4   
E15 4AZ,,1,,539712,184274,E,  E15 ,   E15 4   
E15 4BA,,1,,539675,184233,E,  E15 ,   E15 4   
E15 4BB,,1,,539773,184172,E,  E15 ,   E15 4   
E15 4BD,,1,,539584,184162,E,  E15 ,   E15 4   
E15 4BE,,1,,539740,184187,E,  E15 ,   E15 4   
E15 4BF,,1,,539075,184436,E,  E15 ,   E15 4   
E15 4BG,,1,,538821,184147,E,  E15 ,   E15 4   
E15 4BL,,1,,538989,184362,E,  E15 ,   E15 4   
E15 4BQ,,1,,538979,184356,E,  E15 ,   E15 4   
E15 4BS,,1,,539334,183889,E,  E15 ,   E15 4   
E15 4BT,,1,,539181,184476,E,  E15 ,   E15 4   
E15 4BX,,1,,539093,184445,E,  E15 ,   E15 4   
E15 4BZ,,1,,539240,184488,E,  E15 ,   E15 4   
E15 4DA,,1,,539340,183903,E,  E15 ,   E15 4   
E15 4DD,,1,,539318,184392,E,  E15 ,   E15 4   
E15 4DE,,1,,539339,184402,E,  E15 ,   E15 4   
E15 4DF,,1,,539365,184291,E,  E15 ,   E15 4   
E15 4DG,,1,,539279,184372,E,  E15 ,   E15 4   
E15 4DH,,1,,539226,184385,E,  E15 ,   E15 4   
E15 4DJ,,1,,539260,184366,E,  E15 ,   E15 4   
E15 4DL,,1,,539216,184243,E,  E15 ,   E15 4   
E15 4DN,,1,,539191,184253,E,  E15 ,   E15 4   
E15 4DP,,1,,539233,184231,E,  E15 ,   E15 4   
E15 4DQ,,1,,539302,184381,E,  E15 ,   E15 4   
E15 4DR,,1,,539346,184180,E,  E15 ,   E15 4   
E15 4DS,,1,,539364,184101,E,  E15 ,   E15 4   
E15 4DT,,1,,539317,184499,E,  E15 ,   E15 4   
E15 4DW,,1,,539222,184196,E,  E15 ,   E15 4   
E15 4DY,,1,,539346,183861,E,  E15 ,   E15 4   
E15 4DZ,,1,,539294,183912,E,  E15 ,   E15 4   
E15 4EA,,1,,539110,184413,E,  E15 ,   E15 4   
E15 4EB,,1,,539179,184308,E,  E15 ,   E15 4   
E15 4EE,,1,,539395,184518,E,  E15 ,   E15 4   
E15 4EG,,1,,539542,184585,E,  E15 ,   E15 4   
E15 4EH,,1,,539525,184525,E,  E15 ,   E15 4   
E15 4EJ,,1,,539456,184556,E,  E15 ,   E15 4   
E15 4EL,,1,,539661,184594,E,  E15 ,   E15 4   
E15 4EN,,1,,539671,184518,E,  E15 ,   E15 4   
E15 4EP,,1,,539605,184494,E,  E15 ,   E15 4   
E15 4EQ,,1,,539524,184589,E,  E15 ,   E15 4   
E15 4ER,,1,,539576,184564,E,  E15 ,   E15 4   
E15 4ES,,1,,539493,184412,E,  E15 ,   E15 4   
E15 4ET,,1,,539517,184429,E,  E15 ,   E15 4   
E15 4EW,,1,,539656,184561,E,  E15 ,   E15 4   
E15 4EX,,1,,539346,184457,E,  E15 ,   E15 4   
E15 4EY,,1,,539405,184434,E,  E15 ,   E15 4   
E15 4EZ,,1,,539376,184392,E,  E15 ,   E15 4   
E15 4GY,,1,,539094,184225,E,  E15 ,   E15 4   
E15 4HA,,1,,539429,184398,E,  E15 ,   E15 4   
E15 4HD,,1,,539613,184431,E,  E15 ,   E15 4   
E15 4HE,,1,,539645,184341,E,  E15 ,   E15 4   
E15 4HG,,1,,539553,184332,E,  E15 ,   E15 4   
E15 4HH,,1,,539577,184287,E,  E15 ,   E15 4   
E15 4HJ,,1,,539521,184073,E,  E15 ,   E15 4   
E15 4HL,,1,,539469,184352,E,  E15 ,   E15 4   
E15 4HN,,1,,539504,184270,E,  E15 ,   E15 4   
E15 4HP,,1,,539435,184113,E,  E15 ,   E15 4   
E15 4HQ,,1,,539506,184319,E,  E15 ,   E15 4   
E15 4HR,,1,,539432,184031,E,  E15 ,   E15 4   
E15 4HS,,1,,539365,184483,E,  E15 ,   E15 4   
E15 4HT,,1,,539469,184277,E,  E15 ,   E15 4   
E15 4HU,,1,,539456,184556,E,  E15 ,   E15 4   
E15 4HW,,1,,539512,184137,E,  E15 ,   E15 4   
E15 4HX,,1,,539448,184380,E,  E15 ,   E15 4   
E15 4JF,,1,,539752,184736,E,  E15 ,   E15 4   
E15 4JJ,,1,,539633,184683,E,  E15 ,   E15 4   
E15 4JL,,1,,539643,184719,E,  E15 ,   E15 4   
E15 4JN,,1,,539643,184719,E,  E15 ,   E15 4   
E15 4JP,,1,,539670,184957,E,  E15 ,   E15 4   
E15 4JR,,1,,539760,184808,E,  E15 ,   E15 4   
E15 4JS,,1,,539771,184772,E,  E15 ,   E15 4   
E15 4JT,,1,,539710,184656,E,  E15 ,   E15 4   
E15 4JU,,1,,539740,184656,E,  E15 ,   E15 4   
E15 4JW,,1,,539593,184878,E,  E15 ,   E15 4   
E15 4JX,,1,,539785,184686,E,  E15 ,   E15 4   
E15 4JY,,1,,539881,184543,E,  E15 ,   E15 4   
E15 4JZ,,1,,539941,184614,E,  E15 ,   E15 4   
E15 4LA,,1,,539922,184591,E,  E15 ,   E15 4   
E15 4LB,,1,,539689,184771,E,  E15 ,   E15 4   
E15 4LD,,1,,539674,184654,E,  E15 ,   E15 4   
E15 4LE,,1,,539751,184857,E,  E15 ,   E15 4   
E15 4LF,,1,,539691,184829,E,  E15 ,   E15 4   
E15 4LG,,1,,539732,184775,E,  E15 ,   E15 4   
E15 4LH,,1,,539637,184631,E,  E15 ,   E15 4   
E15 4LJ,,1,,539150,184519,E,  E15 ,   E15 4   
E15 4LL,,1,,539244,184527,E,  E15 ,   E15 4   
E15 4LN,,1,,539194,184560,E,  E15 ,   E15 4   
E15 4LP,,1,,539304,184589,E,  E15 ,   E15 4   
E15 4LQ,,1,,539684,184863,E,  E15 ,   E15 4   
E15 4LS,,1,,539534,184774,E,  E15 ,   E15 4   
E15 4LT,,1,,539240,184546,E,  E15 ,   E15 4   
E15 4LU,,1,,539406,184578,E,  E15 ,   E15 4   
E15 4LW,,1,,539201,184524,E,  E15 ,   E15 4   
E15 4LX,,1,,539559,184705,E,  E15 ,   E15 4   
E15 4LY,,1,,539379,184564,E,  E15 ,   E15 4   
E15 4LZ,,1,,539469,184635,E,  E15 ,   E15 4   
E15 4NA,,1,,539577,184803,E,  E15 ,   E15 4   
E15 4NB,,1,,539534,184874,E,  E15 ,   E15 4   
E15 4ND,,1,,539544,184742,E,  E15 ,   E15 4   
E15 4NE,,1,,539413,184852,E,  E15 ,   E15 4   
E15 4NG,,1,,539437,184724,E,  E15 ,   E15 4   
E15 4NH,,1,,539368,184792,E,  E15 ,   E15 4   
E15 4NL,,1,,539302,184866,E,  E15 ,   E15 4   
E15 4NN,,1,,539420,184918,E,  E15 ,   E15 4   
E15 4NP,,1,,539502,184960,E,  E15 ,   E15 4   
E15 4NQ,,1,,539402,184727,E,  E15 ,   E15 4   
E15 4NR,,1,,539399,184945,E,  E15 ,   E15 4   
E15 4NS,,1,,539545,184985,E,  E15 ,   E15 4   
E15 4NT,,1,,539614,185033,E,  E15 ,   E15 4   
E15 4NW,,1,,539464,184911,E,  E15 ,   E15 4   
E15 4NX,,1,,539105,184274,E,  E15 ,   E15 4   
E15 4NY,,1,,539105,184274,E,  E15 ,   E15 4   
E15 4NZ,,1,,539105,184274,E,  E15 ,   E15 4   
E15 4PA,,1,,539285,183860,E,  E15 ,   E15 4   
E15 4PB,,1,,539151,184137,E,  E15 ,   E15 4   
E15 4PD,,1,,539277,183814,E,  E15 ,   E15 4   
E15 4PE,,1,,539082,184337,E,  E15 ,   E15 4   
E15 4PF,,1,,539124,184343,E,  E15 ,   E15 4   
E15 4PG,,1,,538947,184321,E,  E15 ,   E15 4   
E15 4PH,,1,,539070,184202,E,  E15 ,   E15 4   
E15 4PL,,1,,539176,184376,E,  E15 ,   E15 4   
E15 4PN,,1,,538985,184324,E,  E15 ,   E15 4   
E15 4PP,,1,,539046,184304,E,  E15 ,   E15 4   
E15 4PR,,1,,539030,184344,E,  E15 ,   E15 4   
E15 4PS,,1,,539159,183842,E,  E15 ,   E15 4   
E15 4PT,,1,,539208,183958,E,  E15 ,   E15 4   
E15 4PU,,1,,539224,183762,E,  E15 ,   E15 4   
E15 4PW,,1,,539207,183874,E,  E15 ,   E15 4   
E15 4PX,,1,,539164,183897,E,  E15 ,   E15 4   
E15 4PY,,1,,539224,183917,E,  E15 ,   E15 4   
E15 4PZ,,1,,539137,183945,E,  E15 ,   E15 4   
E15 4QA,,1,,539172,183992,E,  E15 ,   E15 4   
E15 4QB,,1,,539063,183984,E,  E15 ,   E15 4   
E15 4QD,,1,,539089,183961,E,  E15 ,   E15 4   
E15 4QE,,1,,539072,184028,E,  E15 ,   E15 4   
E15 4QF,,1,,539055,183913,E,  E15 ,   E15 4   
E15 4QJ,,1,,539141,184307,E,  E15 ,   E15 4   
E15 4QN,,1,,538790,184253,E,  E15 ,   E15 4   
E15 4QP,,1,,539578,184501,E,  E15 ,   E15 4   
E15 4QR,,1,,539546,184482,E,  E15 ,   E15 4   
E15 4QS,,1,,538814,184291,E,  E15 ,   E15 4   
E15 4QT,,1,,539583,184458,E,  E15 ,   E15 4   
E15 4QZ,,1,,538780,184122,E,  E15 ,   E15 4   
E15 4RP,,1,,539039,184195,E,  E15 ,   E15 4   
E15 4RS,,1,,538936,184146,E,  E15 ,   E15 4   
E15 4RT,,1,,538908,184181,E,  E15 ,   E15 4   
E15 4RU,,1,,538978,184149,E,  E15 ,   E15 4   
E15 4RX,,1,,539029,184061,E,  E15 ,   E15 4   
E15 4RY,,1,,539033,184090,E,  E15 ,   E15 4   
E15 4RZ,,1,,539048,184044,E,  E15 ,   E15 4   
E15 4SA,,1,,539107,184120,E,  E15 ,   E15 4   
E15 4SB,,1,,538821,184147,E,  E15 ,   E15 4   
E15 4SF,,1,,538926,184241,E,  E15 ,   E15 4   
E15 4SG,,1,,539074,184152,E,  E15 ,   E15 4   
E15 4SP,,1,,539696,185002,E,  E15 ,   E15 4   
E15 4SR,,1,,539722,184957,E,  E15 ,   E15 4   
E15 4SS,,1,,539744,184925,E,  E15 ,   E15 4   
E15 4ST,,1,,539747,184866,E,  E15 ,   E15 4   
E15 4SU,,1,,539780,184837,E,  E15 ,   E15 4   
E15 4SX,,1,,539714,184849,E,  E15 ,   E15 4   
E15 4SY,,1,,539693,184907,E,  E15 ,   E15 4   
E15 4SZ,,1,,539740,184894,E,  E15 ,   E15 4   
E15 4TH,,1,,539345,184505,E,  E15 ,   E15 4   
E16 1AA,,1,,540479,180693,E,  E16 ,   E16 1   
E16 1AB,,1,,540479,180693,E,  E16 ,   E16 1   
E16 1AD,,1,,539982,180758,E,  E16 ,   E16 1   
E16 1AE,,1,,540417,180713,E,  E16 ,   E16 1   
E16 1AF,,1,,539778,180438,E,  E16 ,   E16 1   
E16 1AH,,1,,539995,180487,E,  E16 ,   E16 1   
E16 1AJ,,1,,540359,180709,E,  E16 ,   E16 1   
E16 1AL,,1,,540299,180751,E,  E16 ,   E16 1   
E16 1AN,,1,,539824,181245,E,  E16 ,   E16 1   
E16 1AP,,1,,540331,180707,E,  E16 ,   E16 1   
E16 1AQ,,1,,540344,180678,E,  E16 ,   E16 1   
E16 1AR,,1,,540397,180672,E,  E16 ,   E16 1   
E16 1AS,,1,,540408,180668,E,  E16 ,   E16 1   
E16 1AU,,1,,540489,180760,E,  E16 ,   E16 1   
E16 1AX,,1,,540817,180436,E,  E16 ,   E16 1   
E16 1AZ,,1,,540504,180818,E,  E16 ,   E16 1   
E16 1BA,,1,,540541,180823,E,  E16 ,   E16 1   
E16 1BB,,1,,540471,180846,E,  E16 ,   E16 1   
E16 1BD,,1,,540578,180768,E,  E16 ,   E16 1   
E16 1BG,,1,,539676,181267,E,  E16 ,   E16 1   
E16 1DA,,1,,539662,180996,E,  E16 ,   E16 1   
E16 1DD,,1,,539681,180991,E,  E16 ,   E16 1   
E16 1DG,,1,,539614,181132,E,  E16 ,   E16 1   
E16 1DQ,,1,,539557,181264,E,  E16 ,   E16 1   
E16 1DR,,1,,540630,180827,E,  E16 ,   E16 1   
E16 1DS,,1,,539813,181001,E,  E16 ,   E16 1   
E16 1DT,,1,,539561,181254,E,  E16 ,   E16 1   
E16 1DU,,1,,540139,180436,E,  E16 ,   E16 1   
E16 1DW,,1,,540139,180436,E,  E16 ,   E16 1   
E16 1DX,,1,,540139,180436,E,  E16 ,   E16 1   
E16 1DY,,1,,540139,180436,E,  E16 ,   E16 1   
E16 1DZ,,1,,540139,180436,E,  E16 ,   E16 1   
E16 1EA,,1,,539567,181344,E,  E16 ,   E16 1   
E16 1EB,,1,,539692,181190,E,  E16 ,   E16 1   
E16 1ED,,1,,539515,181441,E,  E16 ,   E16 1   
E16 1EE,,1,,539644,181301,E,  E16 ,   E16 1   
E16 1EF,,1,,539634,181351,E,  E16 ,   E16 1   
E16 1EG,,1,,539598,181375,E,  E16 ,   E16 1   
E16 1EH,,1,,539606,181619,E,  E16 ,   E16 1   
E16 1EJ,,1,,539667,181672,E,  E16 ,   E16 1   
E16 1EL,,1,,539667,181672,E,  E16 ,   E16 1   
E16 1EN,,1,,539733,181766,E,  E16 ,   E16 1   
E16 1EP,,1,,539858,181621,E,  E16 ,   E16 1   
E16 1EQ,,1,,539518,181586,E,  E16 ,   E16 1   
E16 1ER,,1,,539810,181582,E,  E16 ,   E16 1   
E16 1ES,,1,,539807,181694,E,  E16 ,   E16 1   
E16 1ET,,1,,539772,181543,E,  E16 ,   E16 1   
E16 1EU,,1,,539745,181572,E,  E16 ,   E16 1   
E16 1EW,,1,,539798,181790,E,  E16 ,   E16 1   
E16 1EX,,1,,539616,181476,E,  E16 ,   E16 1   
E16 1EY,,1,,539609,181509,E,  E16 ,   E16 1   
E16 1EZ,,1,,539548,181467,E,  E16 ,   E16 1   
E16 1HA,,1,,539533,181503,E,  E16 ,   E16 1   
E16 1HB,,1,,539567,181433,E,  E16 ,   E16 1   
E16 1HD,,1,,539566,181397,E,  E16 ,   E16 1   
E16 1HE,,1,,539626,181410,E,  E16 ,   E16 1   
E16 1HF,,1,,539487,181584,E,  E16 ,   E16 1   
E16 1HG,,1,,539867,181564,E,  E16 ,   E16 1   
E16 1HH,,1,,539787,181737,E,  E16 ,   E16 1   
E16 1HJ,,1,,541593,180804,E,  E16 ,   E16 1   
E16 1HL,,1,,539882,180860,E,  E16 ,   E16 1   
E16 1HN,,1,,539856,181027,E,  E16 ,   E16 1   
E16 1HP,,1,,539898,180982,E,  E16 ,   E16 1   
E16 1HQ,,1,,539952,181609,E,  E16 ,   E16 1   
E16 1HR,,1,,539821,181087,E,  E16 ,   E16 1   
E16 1HS,,1,,539812,181059,E,  E16 ,   E16 1   
E16 1HT,,1,,539790,181130,E,  E16 ,   E16 1   
E16 1HU,,1,,539729,181256,E,  E16 ,   E16 1   
E16 1HW,,1,,539942,180852,E,  E16 ,   E16 1   
E16 1HX,,1,,539757,181248,E,  E16 ,   E16 1   
E16 1HY,,1,,539843,181221,E,  E16 ,   E16 1   
E16 1HZ,,1,,539768,181278,E,  E16 ,   E16 1   
E16 1JA,,1,,539865,181355,E,  E16 ,   E16 1   
E16 1JB,,1,,539835,181317,E,  E16 ,   E16 1   
E16 1JD,,1,,539807,181420,E,  E16 ,   E16 1   
E16 1JE,,1,,539769,181409,E,  E16 ,   E16 1   
E16 1JF,,1,,539756,181444,E,  E16 ,   E16 1   
E16 1JG,,1,,539682,181538,E,  E16 ,   E16 1   
E16 1JH,,1,,539645,181512,E,  E16 ,   E16 1   
E16 1JJ,,1,,539691,181419,E,  E16 ,   E16 1   
E16 1JL,,1,,539781,180966,E,  E16 ,   E16 1   
E16 1JN,,1,,539737,181088,E,  E16 ,   E16 1   
E16 1JQ,,1,,539704,181371,E,  E16 ,   E16 1   
E16 1JR,,1,,541617,180852,E,  E16 ,   E16 1   
E16 1JS,,1,,539805,180958,E,  E16 ,   E16 1   
E16 1JU,,1,,539610,181311,E,  E16 ,   E16 1   
E16 1JX,,1,,539783,181033,E,  E16 ,   E16 1   
E16 1JZ,,1,,539769,180986,E,  E16 ,   E16 1   
E16 1LA,,1,,539981,180995,E,  E16 ,   E16 1   
E16 1LB,,1,,539950,181027,E,  E16 ,   E16 1   
E16 1LD,,1,,539956,180917,E,  E16 ,   E16 1   
E16 1LE,,1,,540061,180946,E,  E16 ,   E16 1   
E16 1LF,,1,,540110,180994,E,  E16 ,   E16 1   
E16 1LG,,1,,540118,180937,E,  E16 ,   E16 1   
E16 1LH,,1,,540047,181291,E,  E16 ,   E16 1   
E16 1LN,,1,,540051,181210,E,  E16 ,   E16 1   
E16 1LP,,1,,540058,181372,E,  E16 ,   E16 1   
E16 1LQ,,1,,540013,181043,E,  E16 ,   E16 1   
E16 1LR,,1,,539984,181434,E,  E16 ,   E16 1   
E16 1LS,,1,,539918,181477,E,  E16 ,   E16 1   
E16 1LT,,1,,540100,181114,E,  E16 ,   E16 1   
E16 1LW,,1,,539969,181284,E,  E16 ,   E16 1   
E16 1LX,,1,,539883,181431,E,  E16 ,   E16 1   
E16 1LY,,1,,539994,181523,E,  E16 ,   E16 1   
E16 1LZ,,1,,539765,181515,E,  E16 ,   E16 1   
E16 1NA,,1,,539844,181468,E,  E16 ,   E16 1   
E16 1NB,,1,,539924,181443,E,  E16 ,   E16 1   
E16 1ND,,1,,540446,181523,E,  E16 ,   E16 1   
E16 1NE,,1,,540271,181123,E,  E16 ,   E16 1   
E16 1NF,,1,,540348,181332,E,  E16 ,   E16 1   
E16 1NG,,1,,540318,181279,E,  E16 ,   E16 1   
E16 1NJ,,1,,540240,181260,E,  E16 ,   E16 1   
E16 1NL,,1,,540176,181444,E,  E16 ,   E16 1   
E16 1NN,,1,,540411,181298,E,  E16 ,   E16 1   
E16 1NP,,1,,540175,181482,E,  E16 ,   E16 1   
E16 1NR,,1,,540137,181420,E,  E16 ,   E16 1   
E16 1NS,,1,,540069,181384,E,  E16 ,   E16 1   
E16 1NT,,1,,540021,181450,E,  E16 ,   E16 1   
E16 1NU,,1,,540097,181545,E,  E16 ,   E16 1   
E16 1NX,,1,,540181,181510,E,  E16 ,   E16 1   
E16 1PA,,1,,540230,181517,E,  E16 ,   E16 1   
E16 1PB,,1,,540332,181541,E,  E16 ,   E16 1   
E16 1PD,,1,,540345,181454,E,  E16 ,   E16 1   
E16 1PE,,1,,540415,181487,E,  E16 ,   E16 1   
E16 1PF,,1,,540317,181485,E,  E16 ,   E16 1   
E16 1PH,,1,,540479,181538,E,  E16 ,   E16 1   
E16 1PJ,,1,,540191,181366,E,  E16 ,   E16 1   
E16 1PL,,1,,540169,181318,E,  E16 ,   E16 1   
E16 1PN,,1,,540535,181531,E,  E16 ,   E16 1   
E16 1PP,,1,,540281,181431,E,  E16 ,   E16 1   
E16 1PQ,,1,,540270,181349,E,  E16 ,   E16 1   
E16 1PR,,1,,540349,181392,E,  E16 ,   E16 1   
E16 1PS,,1,,540249,181409,E,  E16 ,   E16 1   
E16 1PU,,1,,539849,181746,E,  E16 ,   E16 1   
E16 1PW,,1,,540492,181616,E,  E16 ,   E16 1   
E16 1PX,,1,,540027,181568,E,  E16 ,   E16 1   
E16 1PY,,1,,539877,181729,E,  E16 ,   E16 1   
E16 1PZ,,1,,540189,181656,E,  E16 ,   E16 1   
E16 1QA,,1,,540127,181649,E,  E16 ,   E16 1   
E16 1QB,,1,,540187,181573,E,  E16 ,   E16 1   
E16 1QD,,1,,540254,181600,E,  E16 ,   E16 1   
E16 1QE,,1,,540292,181640,E,  E16 ,   E16 1   
E16 1QF,,1,,540278,181691,E,  E16 ,   E16 1   
E16 1QG,,1,,540371,181586,E,  E16 ,   E16 1   
E16 1QJ,,1,,540581,181606,E,  E16 ,   E16 1   
E16 1QL,,1,,540083,181667,E,  E16 ,   E16 1   
E16 1QN,,1,,540072,181626,E,  E16 ,   E16 1   
E16 1QP,,1,,539968,181524,E,  E16 ,   E16 1   
E16 1QQ,,1,,540375,181667,E,  E16 ,   E16 1   
E16 1QR,,1,,539931,181559,E,  E16 ,   E16 1   
E16 1QS,,1,,539993,181663,E,  E16 ,   E16 1   
E16 1QT,,1,,540035,181635,E,  E16 ,   E16 1   
E16 1QU,,1,,539835,181537,E,  E16 ,   E16 1   
E16 1QW,,1,,540072,181626,E,  E16 ,   E16 1   
E16 1QX,,1,,540473,181727,E,  E16 ,   E16 1   
E16 1QY,,1,,539963,181578,E,  E16 ,   E16 1   
E16 1QZ,,1,,540003,181632,E,  E16 ,   E16 1   
E16 1RH,,1,,541563,180695,E,  E16 ,   E16 1   
E16 1SA,,1,,540284,180335,E,  E16 ,   E16 1   
E16 1SB,,1,,540327,180319,E,  E16 ,   E16 1   
E16 1SD,,1,,540222,180378,E,  E16 ,   E16 1   
E16 1SE,,1,,540297,180387,E,  E16 ,   E16 1   
E16 1SF,,1,,540281,180408,E,  E16 ,   E16 1   
E16 1SG,,1,,540255,180329,E,  E16 ,   E16 1   
E16 1SH,,1,,540196,180408,E,  E16 ,   E16 1   
E16 1SL,,1,,541127,180663,E,  E16 ,   E16 1   
E16 1SN,,1,,540361,180349,E,  E16 ,   E16 1   
E16 1SP,,1,,540442,180384,E,  E16 ,   E16 1   
E16 1SQ,,1,,540255,180399,E,  E16 ,   E16 1   
E16 1SR,,1,,540483,180380,E,  E16 ,   E16 1   
E16 1SS,,1,,540477,180350,E,  E16 ,   E16 1   
E16 1ST,,1,,540488,180350,E,  E16 ,   E16 1   
E16 1SU,,1,,540353,180419,E,  E16 ,   E16 1   
E16 1SW,,1,,540366,180379,E,  E16 ,   E16 1   
E16 1SX,,1,,540436,180415,E,  E16 ,   E16 1   
E16 1SY,,1,,540519,180382,E,  E16 ,   E16 1   
E16 1SZ,,1,,540597,180382,E,  E16 ,   E16 1   
E16 1TA,,1,,540437,180319,E,  E16 ,   E16 1   
E16 1TB,,1,,540410,180331,E,  E16 ,   E16 1   
E16 1TD,,1,,540686,180383,E,  E16 ,   E16 1   
E16 1TE,,1,,540598,180350,E,  E16 ,   E16 1   
E16 1TF,,1,,540609,180351,E,  E16 ,   E16 1   
E16 1TG,,1,,540745,180355,E,  E16 ,   E16 1   
E16 1TH,,1,,540364,180269,E,  E16 ,   E16 1   
E16 1TJ,,1,,540366,180326,E,  E16 ,   E16 1   
E16 1TL,,1,,540432,180236,E,  E16 ,   E16 1   
E16 1TN,,1,,540494,180422,E,  E16 ,   E16 1   
E16 1TP,,1,,540652,180353,E,  E16 ,   E16 1   
E16 1TR,,1,,540592,180330,E,  E16 ,   E16 1   
E16 1TS,,1,,540554,180351,E,  E16 ,   E16 1   
E16 1TT,,1,,540497,180321,E,  E16 ,   E16 1   
E16 1TU,,1,,540566,180295,E,  E16 ,   E16 1   
E16 1TW,,1,,540558,180420,E,  E16 ,   E16 1   
E16 1TX,,1,,540468,180221,E,  E16 ,   E16 1   
E16 1TY,,1,,540614,180427,E,  E16 ,   E16 1   
E16 1TZ,,1,,540648,180423,E,  E16 ,   E16 1   
E16 1UA,,1,,540535,180226,E,  E16 ,   E16 1   
E16 1UB,,1,,540727,180331,E,  E16 ,   E16 1   
E16 1UD,,1,,540524,180201,E,  E16 ,   E16 1   
E16 1UE,,1,,540578,180177,E,  E16 ,   E16 1   
E16 1UG,,1,,540718,180426,E,  E16 ,   E16 1   
E16 1UJ,,1,,540761,180383,E,  E16 ,   E16 1   
E16 1UL,,1,,540804,180383,E,  E16 ,   E16 1   
E16 1UQ,,1,,540764,180423,E,  E16 ,   E16 1   
E16 1UR,,1,,540826,180361,E,  E16 ,   E16 1   
E16 1UT,,1,,540783,180332,E,  E16 ,   E16 1   
E16 1UU,,1,,540800,180311,E,  E16 ,   E16 1   
E16 1XL,,1,,540731,180749,E,  E16 ,   E16 1   
E16 2AA,,1,,540206,180311,E,  E16 ,   E16 2   
E16 2AB,,1,,540116,180324,E,  E16 ,   E16 2   
E16 2AD,,1,,541998,180175,E,  E16 ,   E16 2   
E16 2AE,,1,,541938,180214,E,  E16 ,   E16 2   
E16 2AF,,1,,540231,180241,E,  E16 ,   E16 2   
E16 2AN,,1,,540723,180182,E,  E16 ,   E16 2   
E16 2AP,,1,,540231,180241,E,  E16 ,   E16 2   
E16 2AR,,1,,540631,180271,E,  E16 ,   E16 2   
E16 2AS,,1,,540653,180172,E,  E16 ,   E16 2   
E16 2AT,,1,,540355,179891,E,  E16 ,   E16 2   
E16 2AU,,1,,540535,180034,E,  E16 ,   E16 2   
E16 2AW,,1,,540674,180244,E,  E16 ,   E16 2   
E16 2AX,,1,,540603,180050,E,  E16 ,   E16 2   
E16 2AY,,1,,540830,180276,E,  E16 ,   E16 2   
E16 2AZ,,1,,540231,180241,E,  E16 ,   E16 2   
E16 2BB,,1,,540730,180123,E,  E16 ,   E16 2   
E16 2BD,,1,,540775,180209,E,  E16 ,   E16 2   
E16 2BE,,1,,540859,180194,E,  E16 ,   E16 2   
E16 2BG,,1,,540735,179910,E,  E16 ,   E16 2   
E16 2BL,,1,,540818,180254,E,  E16 ,   E16 2   
E16 2BS,,1,,541698,180197,E,  E16 ,   E16 2   
E16 2BU,,1,,541597,180387,E,  E16 ,   E16 2   
E16 2BY,,1,,541454,180260,E,  E16 ,   E16 2   
E16 2BZ,,1,,541784,180179,E,  E16 ,   E16 2   
E16 2DA,,1,,541893,180177,E,  E16 ,   E16 2   
E16 2DB,,1,,542070,180145,E,  E16 ,   E16 2   
E16 2DD,,1,,542035,180256,E,  E16 ,   E16 2   
E16 2DE,,1,,542056,180301,E,  E16 ,   E16 2   
E16 2DF,,1,,541996,180243,E,  E16 ,   E16 2   
E16 2DG,,1,,542064,180217,E,  E16 ,   E16 2   
E16 2DH,,1,,542099,180175,E,  E16 ,   E16 2   
E16 2DJ,,1,,542134,180224,E,  E16 ,   E16 2   
E16 2DN,,1,,542217,180175,E,  E16 ,   E16 2   
E16 2DP,,1,,542185,180187,E,  E16 ,   E16 2   
E16 2DQ,,1,,542072,180191,E,  E16 ,   E16 2   
E16 2DS,,1,,542271,180167,E,  E16 ,   E16 2   
E16 2DT,,1,,542304,180139,E,  E16 ,   E16 2   
E16 2DU,,1,,542335,180150,E,  E16 ,   E16 2   
E16 2DW,,1,,542128,180127,E,  E16 ,   E16 2   
E16 2DX,,1,,542377,180116,E,  E16 ,   E16 2   
E16 2DY,,1,,542523,180068,E,  E16 ,   E16 2   
E16 2DZ,,1,,542405,180127,E,  E16 ,   E16 2   
E16 2EE,,1,,541774,180121,E,  E16 ,   E16 2   
E16 2EJ,,1,,542879,179887,E,  E16 ,   E16 2   
E16 2EL,,1,,542585,179988,E,  E16 ,   E16 2   
E16 2EQ,,1,,541569,179963,E,  E16 ,   E16 2   
E16 2ER,,1,,541552,179977,E,  E16 ,   E16 2   
E16 2ES,,1,,542827,179802,E,  E16 ,   E16 2   
E16 2EW,,1,,542194,180055,E,  E16 ,   E16 2   
E16 2EX,,1,,541552,179977,E,  E16 ,   E16 2   
E16 2EY,,1,,541552,179977,E,  E16 ,   E16 2   
E16 2EZ,,1,,541783,179977,E,  E16 ,   E16 2   
